event_id,marker_name,body_region_group,method,start_frame,end_frame,start_time_s,end_time_s,duration_frames,duration_seconds,event_class,severity,near_gap,methods_in_event,peak_metric_value
E000001,ChestLow__WaistCBack,torso_chest_back,segment_length_violation,2338,2499,19.483333,20.825,162,1.35,sustained,moderate,False,segment_length_violation,0.377869
E000002,BackRight__RShoulderBack,torso_chest_back,segment_length_violation,8158,8189,67.983333,68.241667,32,0.266667,sustained,moderate,False,segment_length_violation,0.113216
E000003,BackRight__RShoulderBack,torso_chest_back,segment_length_violation,20831,20851,173.591667,173.758333,21,0.175,sustained,moderate,False,segment_length_violation,0.113102
E000004,T3_671:ChestTop,torso_chest_back,velocity_mad,16665,16665,138.875,138.875,1,0.008333,single_frame,moderate,False,velocity_mad,2.116998
E000005,T3_671:ChestTop,torso_chest_back,velocity_mad,28878,28878,240.65,240.65,1,0.008333,single_frame,minor,False,velocity_mad,1.539753
E000006,T3_671:ChestTop,torso_chest_back,velocity_mad,29809,29809,248.408333,248.408333,1,0.008333,single_frame,minor,False,velocity_mad,1.38154
E000007,T3_671:ChestTop,torso_chest_back,velocity_mad,30057,30057,250.475,250.475,1,0.008333,single_frame,minor,False,velocity_mad,1.38927
E000008,T3_671:ChestTop,torso_chest_back,velocity_mad,30234,30234,251.95,251.95,1,0.008333,single_frame,moderate,False,velocity_mad,2.348033
E000009,RHandIn__RWristOut,wrist_hand,segment_length_violation,16937,16940,141.141667,141.166667,4,0.033333,short_burst,moderate,False,segment_length_violation,0.18511
E000010,RHandIn__RWristOut,wrist_hand,segment_length_violation,18564,18573,154.7,154.775,10,0.083333,sustained,moderate,False,segment_length_violation,0.183555
E000011,RHandIn__RWristOut,wrist_hand,segment_length_violation,18651,18663,155.425,155.525,13,0.108333,sustained,moderate,False,segment_length_violation,0.187219
E000012,RHandIn__RWristOut,wrist_hand,segment_length_violation,18665,18667,155.541667,155.558333,3,0.025,short_burst,moderate,False,segment_length_violation,0.187354
E000013,RHandIn__RWristOut,wrist_hand,segment_length_violation,18722,18805,156.016667,156.708333,84,0.7,sustained,moderate,False,segment_length_violation,0.187175
E000014,RHandIn__RWristOut,wrist_hand,segment_length_violation,30127,30127,251.058333,251.058333,1,0.008333,single_frame,moderate,False,segment_length_violation,0.183111
E000015,RHandIn__RWristOut,wrist_hand,segment_length_violation,30758,30759,256.316667,256.325,2,0.016667,short_burst,moderate,False,segment_length_violation,0.181072
E000016,T3_671:RFArm,shoulder_upper_arm,velocity_mad,17280,17280,144.0,144.0,1,0.008333,single_frame,minor,False,velocity_mad,3.673707
E000017,T3_671:RFArm,shoulder_upper_arm,velocity_mad,18025,18025,150.208333,150.208333,1,0.008333,single_frame,moderate,False,velocity_mad,4.806107
E000018,T3_671:RFArm,shoulder_upper_arm,velocity_mad,22944,22944,191.2,191.2,1,0.008333,single_frame,minor,False,velocity_mad,3.709921
E000019,T3_671:RFArm,shoulder_upper_arm,velocity_mad,29373,29373,244.775,244.775,1,0.008333,single_frame,minor,False,velocity_mad,3.683558
E000020,T3_671:RFArm,shoulder_upper_arm,velocity_mad,29376,29376,244.8,244.8,1,0.008333,single_frame,minor,False,velocity_mad,3.788658
E000021,T3_671:RFArm,shoulder_upper_arm,velocity_mad,30217,30217,251.808333,251.808333,1,0.008333,single_frame,moderate,False,velocity_mad,4.733502
E000022,T3_671:RFArm,shoulder_upper_arm,velocity_mad,30817,30817,256.808333,256.808333,1,0.008333,single_frame,minor,False,velocity_mad,4.024746
E000023,LHandIn__LHandOut,wrist_hand,segment_length_violation,17304,17306,144.2,144.216667,3,0.025,short_burst,moderate,False,segment_length_violation,0.137048
E000024,LHandIn__LHandOut,wrist_hand,segment_length_violation,17336,17336,144.466667,144.466667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.092969
E000025,LHandIn__LHandOut,wrist_hand,segment_length_violation,19928,19930,166.066667,166.083333,3,0.025,short_burst,moderate,False,segment_length_violation,0.135113
E000026,LHandIn__LHandOut,wrist_hand,segment_length_violation,20492,20492,170.766667,170.766667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.090931
E000027,LHandIn__LHandOut,wrist_hand,segment_length_violation,20499,20499,170.825,170.825,1,0.008333,single_frame,moderate,False,segment_length_violation,0.134733
E000028,LHandIn__LHandOut,wrist_hand,segment_length_violation,20624,20624,171.866667,171.866667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.13716
E000029,LHandIn__LHandOut,wrist_hand,segment_length_violation,28573,28576,238.108333,238.133333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.145917
E000030,LHandIn__LHandOut,wrist_hand,segment_length_violation,28614,28617,238.45,238.475,4,0.033333,short_burst,moderate,False,segment_length_violation,0.159622
E000031,LHandIn__LHandOut,wrist_hand,segment_length_violation,28992,28993,241.6,241.608333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.155381
E000032,LHandIn__LHandOut,wrist_hand,segment_length_violation,29304,29305,244.2,244.208333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.151533
E000033,LHandIn__LHandOut,wrist_hand,segment_length_violation,29670,29680,247.25,247.333333,11,0.091667,sustained,moderate,False,segment_length_violation,0.092462
E000034,LHandIn__LHandOut,wrist_hand,segment_length_violation,30046,30049,250.383333,250.408333,4,0.033333,short_burst,severe,False,segment_length_violation,0.176099
E000035,LHandIn__LHandOut,wrist_hand,segment_length_violation,30306,30309,252.55,252.575,4,0.033333,short_burst,severe,False,segment_length_violation,0.174049
E000036,LHandIn__LHandOut,wrist_hand,segment_length_violation,30370,30375,253.083333,253.125,6,0.05,sustained,moderate,False,segment_length_violation,0.148216
E000037,LHandIn__LHandOut,wrist_hand,segment_length_violation,30597,30597,254.975,254.975,1,0.008333,single_frame,moderate,False,segment_length_violation,0.089832
E000038,LHandIn__LHandOut,wrist_hand,segment_length_violation,30723,30723,256.025,256.025,1,0.008333,single_frame,moderate,False,segment_length_violation,0.137171
E000039,LHandIn__LHandOut,wrist_hand,segment_length_violation,30809,30813,256.741667,256.775,5,0.041667,short_burst,severe,False,segment_length_violation,0.175369
E000040,T3_671:ChestLow,torso_chest_back,velocity_mad,17305,17305,144.208333,144.208333,1,0.008333,single_frame,severe,False,velocity_mad,2.890301
E000041,T3_671:ChestLow,torso_chest_back,velocity_mad,17342,17342,144.516667,144.516667,1,0.008333,single_frame,moderate,False,velocity_mad,1.77728
E000042,T3_671:ChestLow,torso_chest_back,velocity_mad,29528,29528,246.066667,246.066667,1,0.008333,single_frame,minor,False,velocity_mad,1.424504
E000043,T3_671:ChestLow,torso_chest_back,velocity_mad,30484,30484,254.033333,254.033333,1,0.008333,single_frame,minor,False,velocity_mad,1.35683
E000044,T3_671:RHandOut,wrist_hand,velocity_mad,17585,17585,146.541667,146.541667,1,0.008333,single_frame,severe,False,velocity_mad,16.950531
E000045,T3_671:RHandOut,wrist_hand,velocity_mad,17854,17854,148.783333,148.783333,1,0.008333,single_frame,minor,False,velocity_mad,6.168248
E000046,T3_671:RHandOut,wrist_hand,velocity_mad,29592,29592,246.6,246.6,1,0.008333,single_frame,minor,False,velocity_mad,6.792076
E000047,T3_671:RHandOut,wrist_hand,velocity_mad,30752,30752,256.266667,256.266667,1,0.008333,single_frame,minor,False,velocity_mad,7.442012
E000048,T3_671:LHandIn,wrist_hand,velocity_mad,18531,18531,154.425,154.425,1,0.008333,single_frame,minor,False,velocity_mad,6.628625
E000049,T3_671:LHandIn,wrist_hand,velocity_mad,28618,28618,238.483333,238.483333,1,0.008333,single_frame,moderate,False,velocity_mad,8.781039
E000050,T3_671:LHandIn,wrist_hand,velocity_mad,29316,29316,244.3,244.3,1,0.008333,single_frame,moderate,False,velocity_mad,8.436351
E000051,T3_671:LHandIn,wrist_hand,velocity_mad,29466,29466,245.55,245.55,1,0.008333,single_frame,minor,False,velocity_mad,6.469379
E000052,T3_671:LHandIn,wrist_hand,velocity_mad,29548,29548,246.233333,246.233333,1,0.008333,single_frame,minor,False,velocity_mad,6.627946
E000053,T3_671:LHandIn,wrist_hand,velocity_mad,29550,29550,246.25,246.25,1,0.008333,single_frame,minor,False,velocity_mad,6.511033
E000054,T3_671:LHandIn,wrist_hand,velocity_mad,30065,30065,250.541667,250.541667,1,0.008333,single_frame,minor,False,velocity_mad,6.72386
E000055,T3_671:LHandIn,wrist_hand,velocity_mad,30310,30310,252.583333,252.583333,1,0.008333,single_frame,moderate,False,velocity_mad,8.746816
E000056,T3_671:LHandIn,wrist_hand,velocity_mad,30724,30724,256.033333,256.033333,1,0.008333,single_frame,minor,False,velocity_mad,7.530642
E000057,T3_671:RHandIn,wrist_hand,velocity_mad,18577,18577,154.808333,154.808333,1,0.008333,single_frame,moderate,False,velocity_mad,8.692783
E000058,T3_671:RHandIn,wrist_hand,velocity_mad,28784,28784,239.866667,239.866667,1,0.008333,single_frame,moderate,False,velocity_mad,10.322997
E000059,T3_671:RHandIn,wrist_hand,velocity_mad,29592,29592,246.6,246.6,1,0.008333,single_frame,minor,False,velocity_mad,6.661074
E000060,T3_671:RHandIn,wrist_hand,velocity_mad,30752,30752,256.266667,256.266667,1,0.008333,single_frame,moderate,False,velocity_mad,7.666612
E000061,T3_671:RHandIn,wrist_hand,velocity_mad,30820,30820,256.833333,256.833333,1,0.008333,single_frame,minor,False,velocity_mad,6.047189
E000062,T3_671:WaistRFront,pelvis_waist,velocity_mad,18710,18710,155.916667,155.916667,1,0.008333,single_frame,severe,False,velocity_mad,2.54052
E000063,T3_671:WaistRFront,pelvis_waist,velocity_mad,20452,20452,170.433333,170.433333,1,0.008333,single_frame,minor,False,velocity_mad,1.132806
E000064,T3_671:WaistRFront,pelvis_waist,velocity_mad,20458,20458,170.483333,170.483333,1,0.008333,single_frame,minor,False,velocity_mad,1.174737
E000065,T3_671:WaistRFront,pelvis_waist,velocity_mad,20460,20460,170.5,170.5,1,0.008333,single_frame,minor,False,velocity_mad,1.295302
E000066,T3_671:WaistRFront,pelvis_waist,velocity_mad,20800,20800,173.333333,173.333333,1,0.008333,single_frame,minor,False,velocity_mad,1.135906
E000067,T3_671:WaistRFront,pelvis_waist,velocity_mad,22169,22169,184.741667,184.741667,1,0.008333,single_frame,severe,False,velocity_mad,2.595118
E000068,T3_671:WaistRFront,pelvis_waist,velocity_mad,24395,24395,203.291667,203.291667,1,0.008333,single_frame,moderate,False,velocity_mad,1.777122
E000069,T3_671:WaistRFront,pelvis_waist,velocity_mad,28999,28999,241.658333,241.658333,1,0.008333,single_frame,moderate,False,velocity_mad,1.679579
E000070,T3_671:WaistRFront,pelvis_waist,velocity_mad,29489,29489,245.741667,245.741667,1,0.008333,single_frame,minor,False,velocity_mad,1.140453
E000071,T3_671:WaistRFront,pelvis_waist,velocity_mad,30126,30126,251.05,251.05,1,0.008333,single_frame,severe,False,velocity_mad,3.050427
E000072,T3_671:LFArm,shoulder_upper_arm,velocity_mad,18756,18756,156.3,156.3,1,0.008333,single_frame,moderate,False,velocity_mad,5.725499
E000073,T3_671:LFArm,shoulder_upper_arm,velocity_mad,21051,21051,175.425,175.425,1,0.008333,single_frame,minor,False,velocity_mad,4.305075
E000074,T3_671:LFArm,shoulder_upper_arm,velocity_mad,28786,28786,239.883333,239.883333,1,0.008333,single_frame,moderate,False,velocity_mad,4.630301
E000075,T3_671:LFArm,shoulder_upper_arm,velocity_mad,29363,29363,244.691667,244.691667,1,0.008333,single_frame,minor,False,velocity_mad,3.593255
E000076,T3_671:LFArm,shoulder_upper_arm,velocity_mad,29419,29419,245.158333,245.158333,1,0.008333,single_frame,severe,False,velocity_mad,8.487293
E000077,T3_671:LFArm,shoulder_upper_arm,velocity_mad,30164,30164,251.366667,251.366667,1,0.008333,single_frame,moderate,False,velocity_mad,6.49518
E000078,T3_671:LFArm,shoulder_upper_arm,velocity_mad,30812,30812,256.766667,256.766667,1,0.008333,single_frame,severe,False,velocity_mad,8.893016
E000079,T3_671:LFArm,shoulder_upper_arm,velocity_mad,30844,30844,257.033333,257.033333,1,0.008333,single_frame,minor,False,velocity_mad,3.57571
E000080,T3_671:WaistLFront,pelvis_waist,velocity_mad,18810,18810,156.75,156.75,1,0.008333,single_frame,minor,False,velocity_mad,1.384845
E000081,T3_671:WaistLFront,pelvis_waist,velocity_mad,29726,29726,247.716667,247.716667,1,0.008333,single_frame,moderate,False,velocity_mad,1.55909
E000082,T3_671:WaistLFront,pelvis_waist,velocity_mad,29804,29804,248.366667,248.366667,1,0.008333,single_frame,moderate,False,velocity_mad,1.82159
E000083,T3_671:WaistLFront,pelvis_waist,velocity_mad,30300,30300,252.5,252.5,1,0.008333,single_frame,minor,False,velocity_mad,1.123228
E000084,T3_671:WaistLFront,pelvis_waist,velocity_mad,30777,30777,256.475,256.475,1,0.008333,single_frame,minor,False,velocity_mad,1.162656
E000085,T3_671:BackTop,torso_chest_back,velocity_mad,19413,19413,161.775,161.775,1,0.008333,single_frame,moderate,False,velocity_mad,2.329972
E000086,T3_671:BackTop,torso_chest_back,velocity_mad,30058,30058,250.483333,250.483333,1,0.008333,single_frame,minor,False,velocity_mad,1.684003
E000087,T3_671:BackTop,torso_chest_back,velocity_mad,30063,30063,250.525,250.525,1,0.008333,single_frame,minor,False,velocity_mad,1.734067
E000088,T3_671:BackTop,torso_chest_back,velocity_mad,30203,30203,251.691667,251.691667,1,0.008333,single_frame,minor,False,velocity_mad,1.686461
E000089,T3_671:HeadLeft,head_neck,velocity_mad,20659,20659,172.158333,172.158333,1,0.008333,single_frame,severe,False,velocity_mad,46.708181
E000090,T3_671:HeadLeft,head_neck,velocity_mad,25803,25803,215.025,215.025,1,0.008333,single_frame,minor,False,velocity_mad,2.210938
E000091,T3_671:HeadLeft,head_neck,velocity_mad,30186,30186,251.55,251.55,1,0.008333,single_frame,minor,False,velocity_mad,1.887491
E000092,RKneeOut__RThighSide,thigh_knee,segment_length_violation,23969,23989,199.741667,199.908333,21,0.175,sustained,moderate,False,segment_length_violation,0.221915
